gene	log2FC	padj	dataset
ATR	0.167190346847432	0.461521338216286	NEW_GSE94335
NDUFV2	1.64983958565962	0.461521338216286	NEW_GSE94335
TJP1	-0.249890124401785	0.461568515173422	NEW_GSE94335
ANKIB1	1.79489962707062	0.461667200406873	NEW_GSE94335
CEP192	1.31771677022657	0.461667200406873	NEW_GSE94335
CCNB1IP1	-0.174287750544488	0.461707222338733	NEW_GSE94335
RIN3	0.642276533633807	0.461802348038748	NEW_GSE94335
EFTUD2	0.177940740311425	0.461814266518621	NEW_GSE94335
ZNF670	0.341090576487584	0.461814266518621	NEW_GSE94335
PLEKHA8P1	0.39316774569582	0.461834914086826	NEW_GSE94335
COBLL1	1.61623019233916	0.461834914086826	NEW_GSE94335
MTM1	-0.18826085337595	0.461834914086826	NEW_GSE94335
ABTB1	-0.399691722678062	0.461834914086826	NEW_GSE94335
CNIH4	-0.216541137830394	0.461834914086826	NEW_GSE94335
SSR3	-0.382929275016789	0.461834914086826	NEW_GSE94335
HSD17B4	-1.88750386584571	0.461834914086826	NEW_GSE94335
NLRC5	1.07828934386505	0.461834914086826	NEW_GSE94335
NA	1.85822952799838	0.461834914086826	NEW_GSE94335
LETM1	-0.262748725255086	0.462058233223953	NEW_GSE94335
NMD3	1.64109383836619	0.462058233223953	NEW_GSE94335
UBE4B	-0.768756779562201	0.462073819255419	NEW_GSE94335
EBF3	0.296592061108793	0.462133846751422	NEW_GSE94335
HARS2	-0.175673223087852	0.462134765313441	NEW_GSE94335
SYMPK	-0.427615716878083	0.462134765313441	NEW_GSE94335
KLRG1	0.622280500403145	0.462134765313441	NEW_GSE94335
NDRG3	0.283000434728173	0.462134765313441	NEW_GSE94335
DAZAP2	0.325904387866783	0.462229952152491	NEW_GSE94335
NUDT5	0.168054784558962	0.46224271505538	NEW_GSE94335
GFOD1	-1.63130835776387	0.462250015680775	NEW_GSE94335
ACO1	0.147325433172277	0.462250015680775	NEW_GSE94335
IKBIP	0.207384670767658	0.462269735290046	NEW_GSE94335
SPEG	1.26428849105917	0.462376372979783	NEW_GSE94335
EVI5L	0.271078927449868	0.462376372979783	NEW_GSE94335
TRAPPC11	-1.48065387959816	0.462420620387681	NEW_GSE94335
MTMR12	-0.151772347635991	0.46244643207473	NEW_GSE94335
DPM1	-0.291417035314576	0.462448366251864	NEW_GSE94335
ABTB1	-1.17722112082709	0.462670655270269	NEW_GSE94335
FEZ1	0.152679488528061	0.462710826124177	NEW_GSE94335
PLGLB1	0.359173569855987	0.462731076862659	NEW_GSE94335
PRUNE2	-1.52065174346799	0.462761204252974	NEW_GSE94335
ABCA5	-0.496047341786091	0.462761204252974	NEW_GSE94335
ZNF638	-1.29229132350731	0.462844335397527	NEW_GSE94335
DERA	1.31521162765113	0.462852319298503	NEW_GSE94335
DEGS1	2.46444866870344	0.462984601111024	NEW_GSE94335
VPS8	-0.934179216439914	0.462984601111024	NEW_GSE94335
CKS2	-0.185147655607337	0.463038524727779	NEW_GSE94335
DNAJC13	0.147828858836208	0.463063930365197	NEW_GSE94335
NEXN	-0.85704627362736	0.463063930365197	NEW_GSE94335
ERLIN2	-0.383979780198792	0.463134497384308	NEW_GSE94335
NSRP1	0.418521720799585	0.463134497384308	NEW_GSE94335
PPM1N	-0.922617345168105	0.463134497384308	NEW_GSE94335
RNH1	-0.542309162370416	0.463134497384308	NEW_GSE94335
RPL22	-0.475429180523295	0.463235232718846	NEW_GSE94335
USP54	-0.77517878078831	0.463249461563644	NEW_GSE94335
CDC25B	-0.187336159938387	0.463302953941857	NEW_GSE94335
MEF2A	0.268878280772792	0.463302953941857	NEW_GSE94335
NABP2	0.28550392636847	0.463302953941857	NEW_GSE94335
C2	0.630187629388861	0.463302953941857	NEW_GSE94335
C2	0.630187629388861	0.463302953941857	NEW_GSE94335
C2	0.630187629388861	0.463302953941857	NEW_GSE94335
C2	0.630187629388861	0.463302953941857	NEW_GSE94335
C2	0.630187629388861	0.463302953941857	NEW_GSE94335
C2	0.630187629388861	0.463302953941857	NEW_GSE94335
C12orf10	-0.257082650623591	0.463352158456672	NEW_GSE94335
SEMA6C	-0.573719716379292	0.463352158456672	NEW_GSE94335
WWOX	-0.450044266727355	0.463352158456672	NEW_GSE94335
COPS3	0.47517207436461	0.463352158456672	NEW_GSE94335
ACADVL	1.72904144833304	0.463352158456672	NEW_GSE94335
OGDH	-0.288705482788744	0.463363737326124	NEW_GSE94335
HNRNPK	-2.74606081502482	0.463363737326124	NEW_GSE94335
FPGS	-0.392575871309922	0.463415485594707	NEW_GSE94335
ZNF131	1.03408677877008	0.463736246174763	NEW_GSE94335
RAB5A	-0.677639232401825	0.463749084719911	NEW_GSE94335
CHRM2	0.702764428393126	0.463773325791086	NEW_GSE94335
RAP1B	-1.58170274923001	0.463797073558316	NEW_GSE94335
RCBTB2	-0.203386615816778	0.463797073558316	NEW_GSE94335
DDX55	-1.0761179582722	0.463797073558316	NEW_GSE94335
TROVE2	1.54705604757474	0.463797073558316	NEW_GSE94335
NUTM2D	-0.355441992824537	0.463797073558316	NEW_GSE94335
SAR1A	-1.15986121168974	0.463797073558316	NEW_GSE94335
CFI	0.9500675371727	0.463797073558316	NEW_GSE94335
NA	0.922301018872363	0.463797073558316	NEW_GSE94335
LEF1	1.66896145165865	0.46382246759193	NEW_GSE94335
UTRN	-1.44043014453395	0.463908827488107	NEW_GSE94335
EOGT	-0.417419785676537	0.463908827488107	NEW_GSE94335
MEIS1	-0.963645742065545	0.463908827488107	NEW_GSE94335
EGFL6	0.318300768320398	0.46392245472182	NEW_GSE94335
HNRNPC	-0.603577948390882	0.46392245472182	NEW_GSE94335
NA	0.929469546422778	0.46392245472182	NEW_GSE94335
KIAA1407	-0.224883098710536	0.463927183208118	NEW_GSE94335
B4GALT2	-0.666502375045039	0.464044893702922	NEW_GSE94335
ZNF667	0.465324486818972	0.464878449536158	NEW_GSE94335
MADD	-1.06135539855881	0.46488443724073	NEW_GSE94335
ATG16L2	0.639656659371789	0.465036082569669	NEW_GSE94335
SLFN12	-0.224515320308102	0.465069211603746	NEW_GSE94335
DCLRE1C	-1.18741128979178	0.465115527754859	NEW_GSE94335
TBL1XR1	0.500954149951844	0.465115527754859	NEW_GSE94335
STK19	-1.33028632521623	0.465115527754859	NEW_GSE94335
STK19	-1.33028632521623	0.465115527754859	NEW_GSE94335
STK19	-1.33028632521623	0.465115527754859	NEW_GSE94335
BCLAF1	-0.258100624747219	0.465115527754859	NEW_GSE94335
ACVRL1	-0.96427244517962	0.465115527754859	NEW_GSE94335
PAPLN	-1.7641860038784	0.465115527754859	NEW_GSE94335
PPP2R2B	0.588756898022964	0.465209229029485	NEW_GSE94335
PACS1	1.94486032096448	0.465209229029485	NEW_GSE94335
ERCC3	0.987473480709876	0.465234296996226	NEW_GSE94335
VEPH1	-1.23328623927345	0.465309776445216	NEW_GSE94335
SELENBP1	0.995774637394048	0.465309776445216	NEW_GSE94335
HEBP2	-0.150890256369857	0.465342636950525	NEW_GSE94335
CAPN1	-1.1828593781469	0.465500513175244	NEW_GSE94335
SREK1	2.46960793264874	0.465550978549604	NEW_GSE94335
MRPL35	1.06184774543772	0.465594801367152	NEW_GSE94335
MFSD1	0.595178417232305	0.465808571006356	NEW_GSE94335
RNF135	-0.242664457143753	0.465873895500814	NEW_GSE94335
BCAP31	-0.180046144042548	0.465873895500814	NEW_GSE94335
NOL11	0.198020747087105	0.465918779981011	NEW_GSE94335
ENTHD2	-0.44730581067407	0.465918779981011	NEW_GSE94335
OXER1	0.887663364439837	0.465918779981011	NEW_GSE94335
ZNF628	1.20480525702335	0.465918779981011	NEW_GSE94335
CHTF8	-1.54670054252015	0.465918779981011	NEW_GSE94335
PPP6R3	0.728802126169705	0.465918779981011	NEW_GSE94335
BRF1	1.09605563815899	0.465918779981011	NEW_GSE94335
BTBD10	0.168489200305061	0.465981593563156	NEW_GSE94335
UCHL5	0.20693023280952	0.465981593563156	NEW_GSE94335
ABLIM1	-0.846374589052253	0.465981593563156	NEW_GSE94335
SEPT5	1.68658615464493	0.466037203103739	NEW_GSE94335
TRIM22	0.232655282233359	0.466037203103739	NEW_GSE94335
PSMA4	0.19547275558041	0.466037203103739	NEW_GSE94335
EZH1	-0.719442087749044	0.466037203103739	NEW_GSE94335
NBPF1	0.197127873904691	0.466037203103739	NEW_GSE94335
SEPP1	-0.375422505591092	0.466123337360668	NEW_GSE94335
AKT2	0.420722327236987	0.466345936043611	NEW_GSE94335
FNBP1L	0.158714578557951	0.466499510538595	NEW_GSE94335
STRN3	0.154672314280275	0.466503247423303	NEW_GSE94335
CREBZF	-1.42979285971931	0.466503247423303	NEW_GSE94335
FBXO5	1.91989948283036	0.466526176624896	NEW_GSE94335
ACSS2	1.98683697353286	0.466526176624896	NEW_GSE94335
TROVE2	-0.251118092183429	0.466526176624896	NEW_GSE94335
RRAGC	-0.145719878862344	0.466526176624896	NEW_GSE94335
PIGL	0.453789367888443	0.466526176624896	NEW_GSE94335
MLTK	0.322551998918246	0.466526176624896	NEW_GSE94335
TBCD	-1.77608552019449	0.466526176624896	NEW_GSE94335
NA	0.148349192686518	0.466526176624896	NEW_GSE94335
SNAPIN	1.10981482656141	0.466749110988847	NEW_GSE94335
ANKHD1-EIF4EBP3	-0.160427839683741	0.46687380227543	NEW_GSE94335
GGTA1P	-1.03919916987276	0.466908659557821	NEW_GSE94335
POLR1D	-0.23131776357508	0.466961534633253	NEW_GSE94335
C1orf112	0.816933610904146	0.466961534633253	NEW_GSE94335
POLR3G	1.38624116975416	0.466961534633253	NEW_GSE94335
PCDH18	1.4151721954568	0.466961534633253	NEW_GSE94335
IMPA2	-0.794749770826768	0.466961534633253	NEW_GSE94335
SCD5	-0.36210092865522	0.46706416481233	NEW_GSE94335
AEBP2	0.201885800370996	0.46706416481233	NEW_GSE94335
NFKBIL1	-0.957141467621034	0.46706416481233	NEW_GSE94335
ATG16L1	-0.682015844125911	0.46706416481233	NEW_GSE94335
CABIN1	1.94808292705305	0.46706416481233	NEW_GSE94335
NFKBIL1	-0.957141467621034	0.46706416481233	NEW_GSE94335
NFKBIL1	-0.957141467621034	0.46706416481233	NEW_GSE94335
LUC7L	0.334257217611022	0.46706416481233	NEW_GSE94335
NFKBIL1	-0.957141467621034	0.46706416481233	NEW_GSE94335
CHD1L	1.67190956718385	0.46706416481233	NEW_GSE94335
STAT1	-0.914811264183144	0.46706416481233	NEW_GSE94335
NFKBIL1	-0.957141467621034	0.46706416481233	NEW_GSE94335
NME1-NME2	-0.214965615861838	0.46706416481233	NEW_GSE94335
POLB	1.16975400738026	0.46706416481233	NEW_GSE94335
GALC	-1.2123754223469	0.46706416481233	NEW_GSE94335
NA	-0.682015844125911	0.46706416481233	NEW_GSE94335
TPM1	0.295262212722458	0.467082252490678	NEW_GSE94335
EGR3	0.530625033649266	0.467206481099981	NEW_GSE94335
PLEKHO1	0.233626114587001	0.467349716620527	NEW_GSE94335
HSCB	1.23797094375515	0.467486822000716	NEW_GSE94335
YOD1	0.213294659115601	0.467510240184198	NEW_GSE94335
TVP23C	0.458841924251391	0.467558876387141	NEW_GSE94335
PIPOX	-0.447817602186747	0.467558876387141	NEW_GSE94335
PRMT3	0.593211072873769	0.467558876387141	NEW_GSE94335
RASSF5	1.04068220877112	0.467558876387141	NEW_GSE94335
MDM4	0.857249305506295	0.467600211555367	NEW_GSE94335
LRRC8A	0.247904244609584	0.467600911220829	NEW_GSE94335
RIC8A	1.53540715692634	0.467600911220829	NEW_GSE94335
NFIB	0.697798314980411	0.467600911220829	NEW_GSE94335
PARVB	0.938820040733743	0.467883865929829	NEW_GSE94335
TMEM155	-0.450749815478685	0.468210055835262	NEW_GSE94335
ZHX1	0.166079838875756	0.468210055835262	NEW_GSE94335
RWDD2B	0.263482899323369	0.468259214963315	NEW_GSE94335
CTD-2328D6.1	-0.18098309589024	0.468261472560821	NEW_GSE94335
TMEM155	-0.715916131132158	0.468329429166967	NEW_GSE94335
MPDZ	0.612147410346845	0.468355516766002	NEW_GSE94335
PEA15	0.253553687263371	0.468398195673261	NEW_GSE94335
CCNG2	0.212567451771753	0.46856754939462	NEW_GSE94335
NA	0.337139156394576	0.46888258581281	NEW_GSE94335
OTUD7B	-0.254397951817539	0.468904333251111	NEW_GSE94335
PCBP4	0.587545176716608	0.468904333251111	NEW_GSE94335
MTND1P23	0.487793849034272	0.469026232678356	NEW_GSE94335
HMGCS1	0.219519508184829	0.469033149105477	NEW_GSE94335
WDR55	-0.62576270677518	0.469057606915493	NEW_GSE94335
PPIB	0.656359999706946	0.469270474021253	NEW_GSE94335
SYNE1	0.522792814361276	0.469302042001092	NEW_GSE94335
C11orf24	0.601099515161418	0.469302042001092	NEW_GSE94335
TMEM62	-0.269859366830108	0.469316676814045	NEW_GSE94335
ST7L	1.28358976016598	0.4695162937671	NEW_GSE94335
FAM19A1	-1.06681914670511	0.469600114361022	NEW_GSE94335
JADE2	-0.41215602525757	0.469651803423026	NEW_GSE94335
ACOT12	0.715820683122022	0.469651803423026	NEW_GSE94335
NRIP3	0.214749823814686	0.469651803423026	NEW_GSE94335
VNN1	0.588209195321649	0.469651803423026	NEW_GSE94335
C1orf94	0.983609737680968	0.469651803423026	NEW_GSE94335
MPP3	-1.72909648454413	0.469651803423026	NEW_GSE94335
ARHGAP31	1.09613815321623	0.469651803423026	NEW_GSE94335
RFX8	0.979005916500937	0.469651803423026	NEW_GSE94335
RHBDL3	0.816134556142117	0.469651803423026	NEW_GSE94335
FOXL1	0.188210668513471	0.469687037989703	NEW_GSE94335
HNRNPDL	0.205682204384112	0.469687037989703	NEW_GSE94335
MCM7	0.978532301994674	0.469687037989703	NEW_GSE94335
TMEM184C	-0.516119406989621	0.469687037989703	NEW_GSE94335
MTA2	0.17099001040754	0.469687037989703	NEW_GSE94335
OR7E47P	-0.30851240437508	0.469687037989703	NEW_GSE94335
CLCN3	0.173999102003783	0.470032918121193	NEW_GSE94335
EIF2AK1	-1.01962183345075	0.470032918121193	NEW_GSE94335
LINC00933	-0.593672389972548	0.470032918121193	NEW_GSE94335
NA	1.54071778973203	0.470032918121193	NEW_GSE94335
RAP1GAP	-1.49906857497347	0.470080766295565	NEW_GSE94335
PEMT	-1.03347494570838	0.470080766295565	NEW_GSE94335
MGAT4B	-0.194216667614033	0.470112915161892	NEW_GSE94335
CNTRL	-0.368986502008668	0.470124753577799	NEW_GSE94335
MFSD5	0.552597912703631	0.470204177958677	NEW_GSE94335
MARCH3	0.454800755751073	0.470454686487115	NEW_GSE94335
KDM4C	0.693496958967332	0.470454686487115	NEW_GSE94335
MATR3	-1.34838742834622	0.470454686487115	NEW_GSE94335
NA	-0.460955237932993	0.470454686487115	NEW_GSE94335
VPS53	0.210676241177104	0.470478968871776	NEW_GSE94335
AK8	-0.368393926499349	0.470663299427118	NEW_GSE94335
EYA1	-1.2224806056857	0.470663299427118	NEW_GSE94335
CYHR1	-0.441139290992171	0.470663299427118	NEW_GSE94335
TULP3	-0.458541213455725	0.470692697516274	NEW_GSE94335
ENDOD1	-0.254616762198125	0.470729672440395	NEW_GSE94335
CERCAM	0.32226859840591	0.470729672440395	NEW_GSE94335
CSAD	0.87735202080639	0.470729672440395	NEW_GSE94335
CCNG1	0.250245559139822	0.470729672440395	NEW_GSE94335
ZNF330	0.652772996672497	0.470729672440395	NEW_GSE94335
C8orf44	0.414333636421927	0.470729672440395	NEW_GSE94335
TAGLN	2.37618865503933	0.470729672440395	NEW_GSE94335
RBM25	0.23604561841012	0.470729672440395	NEW_GSE94335
GAS8	1.22617954606075	0.470729672440395	NEW_GSE94335
XPO6	1.14881462926689	0.470729672440395	NEW_GSE94335
ZNF559	1.04844587916888	0.470792531820988	NEW_GSE94335
CRAMP1L	-0.168109708145178	0.471003037746252	NEW_GSE94335
NA	0.146465732238836	0.471132320280297	NEW_GSE94335
YPEL5	0.802715490433911	0.471154346125467	NEW_GSE94335
GPNMB	0.232668032659924	0.471154346125467	NEW_GSE94335
PDE4DIP	-0.706232114486375	0.471154346125467	NEW_GSE94335
MED6	0.249284961649682	0.471154346125467	NEW_GSE94335
SHFM1	0.552890017227672	0.471208083553192	NEW_GSE94335
SLC11A2	0.333369247977772	0.471245152027056	NEW_GSE94335
PGS1	0.265816566105848	0.471273336881651	NEW_GSE94335
HDAC5	-1.47435842892763	0.471372350736644	NEW_GSE94335
REPIN1	0.324668778705981	0.471520165605781	NEW_GSE94335
EVI5	0.153777264968764	0.471520165605781	NEW_GSE94335
MMP19	-0.661372647156272	0.471520165605781	NEW_GSE94335
SGCE	1.05501081572017	0.471584945977357	NEW_GSE94335
ATP5G1	0.339434833720453	0.471584945977357	NEW_GSE94335
PPP2R5C	0.945623970072519	0.471584945977357	NEW_GSE94335
POLM	-1.6041149225385	0.471730436450673	NEW_GSE94335
TSEN2	-0.364616387897013	0.471730436450673	NEW_GSE94335
CCDC14	0.39811957905219	0.471730436450673	NEW_GSE94335
TMEM214	0.67124339470331	0.471730436450673	NEW_GSE94335
PARP3	-0.306366761684642	0.471730436450673	NEW_GSE94335
LPIN1	-1.01990955563921	0.471730436450673	NEW_GSE94335
HLTF	-1.34120539119759	0.471730436450673	NEW_GSE94335
CHEK1	-0.507418083039579	0.471730436450673	NEW_GSE94335
RAB27A	0.268385086173503	0.471730436450673	NEW_GSE94335
KCNS2	0.351623200387471	0.471741389710187	NEW_GSE94335
KCNJ15	0.614917362048364	0.471741389710187	NEW_GSE94335
TPM3	-0.419833527821751	0.471741389710187	NEW_GSE94335
MFAP3L	-0.685832141290452	0.471741389710187	NEW_GSE94335
IL17RE	-1.31671613274896	0.471741389710187	NEW_GSE94335
PLA1A	-1.32919877216897	0.471786408495436	NEW_GSE94335
MEIS2	0.948648659609403	0.471842268674604	NEW_GSE94335
NA	-0.249258607745515	0.471842268674604	NEW_GSE94335
PDPN	-0.677112003666657	0.471876687026909	NEW_GSE94335
FAM86B1	0.583529601941824	0.471876687026909	NEW_GSE94335
MPZL1	-1.05456758713052	0.471897135099663	NEW_GSE94335
RNASE4	-0.256295191033769	0.471991736377939	NEW_GSE94335
VWA2	0.934134276812301	0.472036185561436	NEW_GSE94335
HMCES	-1.28757386898268	0.472162575723402	NEW_GSE94335
NR2C2AP	1.13572759622332	0.472205183495025	NEW_GSE94335
VPS37A	-0.161338661596902	0.472236997514933	NEW_GSE94335
PSG5	0.628083627631184	0.472236997514933	NEW_GSE94335
MCTS1	-0.438577111833539	0.472236997514933	NEW_GSE94335
LBX2	-0.822143106481034	0.472236997514933	NEW_GSE94335
MCL1	-0.322661031110338	0.472236997514933	NEW_GSE94335
SMG5	0.98388656110604	0.472236997514933	NEW_GSE94335
TNFAIP3	0.846129910008486	0.472236997514933	NEW_GSE94335
AC093162.5	0.649417429854258	0.472236997514933	NEW_GSE94335
SGSH	0.325789503665896	0.472236997514933	NEW_GSE94335
KIAA0368	-0.410509215324645	0.472236997514933	NEW_GSE94335
Z97634.3	1.60175360802219	0.472437262909287	NEW_GSE94335
CCNG2	-1.29719478346419	0.472654574724502	NEW_GSE94335
TRAP1	-0.477652189593285	0.472654574724502	NEW_GSE94335
CCL13	0.694894596696457	0.47266053957786	NEW_GSE94335
SUCO	-0.160158257964378	0.472733237648638	NEW_GSE94335
BANP	-1.2634642577129	0.472733237648638	NEW_GSE94335
PTER	-1.82074466682127	0.472733237648638	NEW_GSE94335
RNF38	-0.437607988649699	0.472733237648638	NEW_GSE94335
AURKA	1.13155452284847	0.472733237648638	NEW_GSE94335
CDC42EP4	0.225750852290191	0.472733237648638	NEW_GSE94335
ZNF800	-0.328648839462881	0.472733237648638	NEW_GSE94335
MIOS	-0.37334807741092	0.472733237648638	NEW_GSE94335
PHLDB2	0.235378107845178	0.472733237648638	NEW_GSE94335
PPP4C	-1.35602863420459	0.472733237648638	NEW_GSE94335
THBS3	-0.298780338206375	0.472862033961014	NEW_GSE94335
BCL2L13	0.29854156864335	0.472886836030448	NEW_GSE94335
EPT1	0.174165018353895	0.47291621859802	NEW_GSE94335
MASP1	0.232885928899839	0.47291621859802	NEW_GSE94335
NAP1L4	1.05193388064924	0.47291621859802	NEW_GSE94335
CH17-260O16.2	0.915473871978805	0.47291621859802	NEW_GSE94335
AP1S3	0.82737888503643	0.472987997175149	NEW_GSE94335
AFMID	0.816927648419204	0.472987997175149	NEW_GSE94335
SLC4A4	0.710490388124922	0.473044170241715	NEW_GSE94335
SLC12A8	0.874000452921845	0.473044170241715	NEW_GSE94335
TIMMDC1	-0.267733275388742	0.473044170241715	NEW_GSE94335
LMBR1L	1.06730549130641	0.473044170241715	NEW_GSE94335
AMFR	0.783675541944316	0.473044170241715	NEW_GSE94335
CABP7	-0.755305422847089	0.473090157698694	NEW_GSE94335
ARID5B	0.156344965755397	0.473090157698694	NEW_GSE94335
SYT17	0.810677384140971	0.473090157698694	NEW_GSE94335
CLCN3	0.23439361277797	0.473090157698694	NEW_GSE94335
MKL1	-0.293063485468345	0.473109313993054	NEW_GSE94335
FBXO32	-1.32782122786666	0.47312530491026	NEW_GSE94335
TBX4	-0.42165173508266	0.47312530491026	NEW_GSE94335
DGCR14	-0.271241745140926	0.473148902480627	NEW_GSE94335
ROBO2	-0.634477766761438	0.473405047545848	NEW_GSE94335
COL8A1	-0.674143402368488	0.473417694189705	NEW_GSE94335
ERICH1	-0.734414245493071	0.473467786302129	NEW_GSE94335
HEATR5A	-1.21236016914456	0.473572867768303	NEW_GSE94335
KIAA1467	-1.64035636432197	0.473572867768303	NEW_GSE94335
KIAA0020	0.901909619720422	0.473572867768303	NEW_GSE94335
RP11-286N22.8	0.31808592718552	0.473835400685611	NEW_GSE94335
PLCXD1	0.985781389086352	0.473842364890822	NEW_GSE94335
CTSA	0.765894768604117	0.473842364890822	NEW_GSE94335
SLTM	0.159202743585896	0.47389040238027	NEW_GSE94335
LZTS2	0.461086827154766	0.47389040238027	NEW_GSE94335
DPH2	-1.39695800674685	0.473966785365835	NEW_GSE94335
ZNF219	0.410726670494	0.474005232169848	NEW_GSE94335
SCAF11	0.916451450604943	0.474117743950314	NEW_GSE94335
NA	1.57010298585412	0.474117743950314	NEW_GSE94335
IL13RA2	1.54413051996533	0.474145611198135	NEW_GSE94335
FBXO44	1.08744266795878	0.474145611198135	NEW_GSE94335
DDAH2	-0.616258272000457	0.474145611198135	NEW_GSE94335
DDAH2	-0.616258272000457	0.474145611198135	NEW_GSE94335
RNF220	-0.264645761655413	0.474145611198135	NEW_GSE94335
TMEM17	1.17614680740682	0.474145611198135	NEW_GSE94335
DDAH2	-0.616258272000457	0.474145611198135	NEW_GSE94335
DDAH2	-0.616258272000457	0.474145611198135	NEW_GSE94335
DDAH2	-0.616258272000457	0.474145611198135	NEW_GSE94335
DDAH2	-0.616258272000457	0.474145611198135	NEW_GSE94335
PCMTD1	0.388122481557572	0.474145611198135	NEW_GSE94335
LETMD1	1.48138252395652	0.474145611198135	NEW_GSE94335
ZFAND6	0.668026846023654	0.474145611198135	NEW_GSE94335
LRRC28	0.909610832152444	0.474145611198135	NEW_GSE94335
ZNF488	1.8569080657068	0.474254065211524	NEW_GSE94335
DVL3	0.144035825851667	0.474301812859832	NEW_GSE94335
ZNF846	0.800345590790375	0.474301812859832	NEW_GSE94335
GHDC	-0.462400860679809	0.474339263377294	NEW_GSE94335
KIAA0586	-1.22339105851459	0.474474559529876	NEW_GSE94335
ST6GALNAC6	2.01520932863464	0.474474559529876	NEW_GSE94335
API5	0.511495502968997	0.474474559529876	NEW_GSE94335
C9orf16	-0.38392708487206	0.474474559529876	NEW_GSE94335
MRPS36	-1.29646734571504	0.474474559529876	NEW_GSE94335
OXR1	0.313054627508041	0.474474559529876	NEW_GSE94335
ZCRB1	0.339694802351878	0.474474559529876	NEW_GSE94335
RNF128	0.470304575032613	0.474508473920325	NEW_GSE94335
CYB5R2	-0.589144408059858	0.474552641430537	NEW_GSE94335
REPS2	-0.522780108523407	0.474561011786066	NEW_GSE94335
POLL	1.18871013925025	0.474561011786066	NEW_GSE94335
FUS	0.539545850936249	0.474569323246994	NEW_GSE94335
MSH6	-1.56109751340665	0.474592372438877	NEW_GSE94335
MGAT4B	-1.02349883805642	0.474592715629071	NEW_GSE94335
NR2C2	-0.96236569266972	0.474625945779976	NEW_GSE94335
SH3GLB2	0.503675396723935	0.474652734636697	NEW_GSE94335
RPS4XP16	0.8634452346129	0.474652734636697	NEW_GSE94335
RERE	1.3813367976855	0.474733327156832	NEW_GSE94335
NSRP1	0.178524501808796	0.474774988009977	NEW_GSE94335
PSMD12	0.239543180019019	0.474774988009977	NEW_GSE94335
MRPL55	0.76063817544919	0.474774988009977	NEW_GSE94335
NA	0.147601427933985	0.474774988009977	NEW_GSE94335
ZFYVE9	0.362502294336171	0.474795902643489	NEW_GSE94335
SNRPD2	-0.427299739839604	0.474959823134918	NEW_GSE94335
CRAMP1L	0.881912894868287	0.475023117801876	NEW_GSE94335
CANT1	-0.216914907760184	0.475055679062953	NEW_GSE94335
COASY	1.30995131280464	0.475055679062953	NEW_GSE94335
PKD1P6	-0.392960583473438	0.475063539606743	NEW_GSE94335
CYTH2	-0.221524783443444	0.475268204663116	NEW_GSE94335
FCHSD2	0.210605160583266	0.475307480884431	NEW_GSE94335
BCL2L1	-0.896109197456219	0.475402163364842	NEW_GSE94335
SLC40A1	0.186917846351445	0.475784856507518	NEW_GSE94335
TIA1	0.26166160162499	0.475784856507518	NEW_GSE94335
RGS3	1.08933038713956	0.475784856507518	NEW_GSE94335
POLR3GL	0.786699652890206	0.475877077998486	NEW_GSE94335
DNAJB2	-0.276033415457	0.475877077998486	NEW_GSE94335
GANC	-0.253731115750573	0.475877077998486	NEW_GSE94335
MED30	-0.229368807808833	0.476052048977941	NEW_GSE94335
SAP130	-0.195195665991064	0.476052048977941	NEW_GSE94335
NA	0.402727688532333	0.476052048977941	NEW_GSE94335
RNF217	-0.320052037581528	0.476211962904834	NEW_GSE94335
MCTP2	0.721736723563708	0.476211962904834	NEW_GSE94335
FAM122B	-0.748952746047312	0.476296995418364	NEW_GSE94335
TFG	1.25491459086292	0.47642192820313	NEW_GSE94335
MED24	-1.84796000633361	0.47642192820313	NEW_GSE94335
DECR2	-1.24978721840964	0.47662326259843	NEW_GSE94335
SAMD9L	1.31986150485203	0.47665743019563	NEW_GSE94335
PIGB	0.214609178818047	0.476904696860112	NEW_GSE94335
IMPDH2	0.3957509513	0.476929002828671	NEW_GSE94335
ARPP19	0.322963868024486	0.477022709367921	NEW_GSE94335
OGFRL1	-0.163023975476769	0.47710669931822	NEW_GSE94335
FAM160B2	-0.995473901046459	0.47710669931822	NEW_GSE94335
SF3B2	0.851974739339467	0.47710669931822	NEW_GSE94335
ABCC5	0.235109781164652	0.477142975969528	NEW_GSE94335
COPS6	0.160684451900726	0.477142975969528	NEW_GSE94335
INCA1	-0.638726662018157	0.477142975969528	NEW_GSE94335
EPB41L2	1.02655156908608	0.47714311709268	NEW_GSE94335
NA	1.03277519849378	0.477170585281684	NEW_GSE94335
EFCAB5	-0.859192719375605	0.477336190171511	NEW_GSE94335
HSD17B12	-0.630143342808764	0.477604142808556	NEW_GSE94335
NA	1.26858795311375	0.477652718337033	NEW_GSE94335
ZFAND2B	0.915968251243077	0.477668617529156	NEW_GSE94335
RABL5	0.990074461242852	0.477689392084808	NEW_GSE94335
TTLL3	-0.321715864551745	0.477689392084808	NEW_GSE94335
PTPN1	-0.181485090307458	0.477704860484241	NEW_GSE94335
APEX1	-0.354592108251749	0.477704860484241	NEW_GSE94335
DDX56	0.350755964000937	0.477704860484241	NEW_GSE94335
ZFAND3	0.223245756472125	0.477704860484241	NEW_GSE94335
TARBP1	1.10820112942425	0.477704860484241	NEW_GSE94335
PDE4DIP	0.255991203194673	0.477704860484241	NEW_GSE94335
