gene	log2FC	padj	dataset
COX7A2L	0.0205144625983056	0.972495364811248	NEW_GSE94335
HIVEP3	0.209285245957385	0.972495364811248	NEW_GSE94335
ZNF232	-0.0880007225815829	0.972495364811248	NEW_GSE94335
TRAFD1	-0.130950654113899	0.972495364811248	NEW_GSE94335
RSBN1	-0.334067398136923	0.972495364811248	NEW_GSE94335
NOTCH3	-0.0612389688356502	0.972495364811248	NEW_GSE94335
SLC30A9	-0.0213444453204763	0.972495364811248	NEW_GSE94335
ZMIZ2	-0.357663549446493	0.972495364811248	NEW_GSE94335
ASB16	-0.0597759802482075	0.972495364811248	NEW_GSE94335
GNPDA2	-0.0247849746946373	0.972495364811248	NEW_GSE94335
RPN1	0.0275934466863994	0.972495364811248	NEW_GSE94335
POLL	-0.262982939805779	0.972495364811248	NEW_GSE94335
SOX7	0.104974490874596	0.972495364811248	NEW_GSE94335
ZNF608	-0.0816370916729851	0.972495364811248	NEW_GSE94335
ANKRD2	-0.201456304718412	0.972495364811248	NEW_GSE94335
APTX	-0.146372364934912	0.972495364811248	NEW_GSE94335
RNF166	0.0683262172985198	0.972495364811248	NEW_GSE94335
ZNF611	-0.164149326673009	0.972495364811248	NEW_GSE94335
HKR1	0.244938273385067	0.972495364811248	NEW_GSE94335
UTY	0.238816325965458	0.972495364811248	NEW_GSE94335
LIMK1	-0.0497889459490549	0.972495364811248	NEW_GSE94335
PRPF4B	0.0212727234228028	0.972495364811248	NEW_GSE94335
TMEM201	0.118798170131415	0.972495364811248	NEW_GSE94335
DNMT1	0.0372035909710071	0.972495364811248	NEW_GSE94335
SGK2	0.139358404696155	0.972495364811248	NEW_GSE94335
IKZF2	0.0907389476905483	0.972495364811248	NEW_GSE94335
FRMD6	-0.0215706256990725	0.972495364811248	NEW_GSE94335
NPAS3	0.0971898919107322	0.972495364811248	NEW_GSE94335
ADAM33	0.35396697230732	0.972495364811248	NEW_GSE94335
CBWD1	0.0656312553286238	0.972495364811248	NEW_GSE94335
UGT1A8	-0.0975634331586127	0.972495364811248	NEW_GSE94335
ERC1	0.355945683007401	0.972495364811248	NEW_GSE94335
IARS2	-0.0205539130852694	0.972495364811248	NEW_GSE94335
STX16	-0.0264996359465317	0.972495364811248	NEW_GSE94335
SLC25A25	-0.119783361776793	0.972495364811248	NEW_GSE94335
FBXO36	-0.0880527417734351	0.972495364811248	NEW_GSE94335
COL16A1	0.335174450010262	0.972495364811248	NEW_GSE94335
HSPG2	-0.0964887912169073	0.972495364811248	NEW_GSE94335
ITGAV	0.292387798735556	0.972495364811248	NEW_GSE94335
TUBGCP3	-0.142478533633491	0.972495364811248	NEW_GSE94335
MALRD1	-0.120692930233319	0.972495364811248	NEW_GSE94335
TMEM129	-0.0785999876638948	0.972495364811248	NEW_GSE94335
MLLT4	-0.0316267298339736	0.972495364811248	NEW_GSE94335
NDUFC1	-0.147421717607935	0.972495364811248	NEW_GSE94335
ZNF607	0.0325879328020967	0.972495364811248	NEW_GSE94335
ATF7IP2	-0.244899930125579	0.972495364811248	NEW_GSE94335
ZNF788	-0.0669348755222855	0.972495364811248	NEW_GSE94335
WDPCP	-0.230121424873867	0.972495364811248	NEW_GSE94335
ATP5J	0.0774300517305735	0.972495364811248	NEW_GSE94335
ABCF1	-0.22768759371568	0.972495364811248	NEW_GSE94335
ATG4B	-0.0463934348377978	0.972495364811248	NEW_GSE94335
PLD3	-0.0894932358312364	0.972495364811248	NEW_GSE94335
Z97634.3	-0.0926771828067147	0.972495364811248	NEW_GSE94335
REV3L	0.095869612084958	0.972495364811248	NEW_GSE94335
EIF4G1	0.32263965511331	0.972495364811248	NEW_GSE94335
SSR4P1	0.155868011114544	0.972495364811248	NEW_GSE94335
RP11-301M17.1	-0.0940479733651725	0.972495364811248	NEW_GSE94335
ABCF1	-0.22768759371568	0.972495364811248	NEW_GSE94335
CPS1	0.0808226289070598	0.972495364811248	NEW_GSE94335
RFC4	0.110390870897115	0.972495364811248	NEW_GSE94335
ARFIP2	0.24172112570276	0.972495364811248	NEW_GSE94335
KLHL8	-0.0369395649234637	0.972495364811248	NEW_GSE94335
FANCG	0.0438973635096812	0.972495364811248	NEW_GSE94335
LZTS2	0.269299441217459	0.972495364811248	NEW_GSE94335
ARMC10	0.287131273586477	0.972495364811248	NEW_GSE94335
AEBP1	0.154325043161132	0.972495364811248	NEW_GSE94335
ZNF200	-0.244285096220929	0.972495364811248	NEW_GSE94335
SUPT5H	-0.036044637749361	0.972495364811248	NEW_GSE94335
OPA1	0.130281604895915	0.972495364811248	NEW_GSE94335
HSPA14	0.031653435193571	0.972495364811248	NEW_GSE94335
LTBR	0.113539345143907	0.972495364811248	NEW_GSE94335
KCTD10	-0.130299476287537	0.972495364811248	NEW_GSE94335
TYW5	-0.0509288161930054	0.972495364811248	NEW_GSE94335
CCDC39	-0.180613332381138	0.972495364811248	NEW_GSE94335
DUSP11	-0.0572047871054238	0.972495364811248	NEW_GSE94335
RPL35A	-0.0204479969901217	0.972495364811248	NEW_GSE94335
METTL6	0.142734898649031	0.972495364811248	NEW_GSE94335
SSFA2	0.127745833290289	0.972495364811248	NEW_GSE94335
CLASP1	0.180346718393718	0.972495364811248	NEW_GSE94335
ABCF1	-0.22768759371568	0.972495364811248	NEW_GSE94335
TTLL4	0.185845542890845	0.972495364811248	NEW_GSE94335
ABCF1	-0.22768759371568	0.972495364811248	NEW_GSE94335
HAX1	0.107776168543947	0.972495364811248	NEW_GSE94335
NME4	-0.0617593832657618	0.972495364811248	NEW_GSE94335
DCAF10	-0.0419170974247847	0.972495364811248	NEW_GSE94335
NDST2	-0.0924290452079855	0.972495364811248	NEW_GSE94335
BSCL2	0.123892479304497	0.972495364811248	NEW_GSE94335
PRPF4B	-0.100198247478842	0.972495364811248	NEW_GSE94335
LSG1	0.117108876542877	0.972495364811248	NEW_GSE94335
CCDC66	-0.142317170194521	0.972495364811248	NEW_GSE94335
CWF19L1	0.0819565769937259	0.972495364811248	NEW_GSE94335
ARHGEF25	0.163587196173643	0.972495364811248	NEW_GSE94335
OARD1	-0.159467199582071	0.972495364811248	NEW_GSE94335
NSFL1C	-0.153962496217009	0.972495364811248	NEW_GSE94335
ZNF282	-0.119781788731867	0.972495364811248	NEW_GSE94335
CLK1	0.0417992508050717	0.972495364811248	NEW_GSE94335
PHC3	0.135989891949802	0.972495364811248	NEW_GSE94335
ZFX	-0.139075712143031	0.972495364811248	NEW_GSE94335
AC011242.6	-0.0783951770444511	0.972495364811248	NEW_GSE94335
NR2C2	0.100212953943787	0.972495364811248	NEW_GSE94335
DCTN3	0.0621546239973459	0.972495364811248	NEW_GSE94335
ADCK3	0.294391343629067	0.972495364811248	NEW_GSE94335
DIP2A	-0.112251475163038	0.972495364811248	NEW_GSE94335
TBCB	-0.119371411217765	0.972495364811248	NEW_GSE94335
DHX36	-0.0272134862919631	0.972495364811248	NEW_GSE94335
RPS24	-0.100915655699569	0.972495364811248	NEW_GSE94335
TIMM23B	0.115532527375583	0.972495364811248	NEW_GSE94335
CBY1	-0.129881729957516	0.972495364811248	NEW_GSE94335
CDK5	0.273928208938121	0.972495364811248	NEW_GSE94335
SLBP	-0.204415926223768	0.972495364811248	NEW_GSE94335
DAD1	-0.114669767012134	0.972495364811248	NEW_GSE94335
TJAP1	0.125746546096645	0.972495364811248	NEW_GSE94335
DNAH1	0.0880648224760424	0.972495364811248	NEW_GSE94335
COL27A1	0.184570427585201	0.972495364811248	NEW_GSE94335
TARDBP	-0.155406312740102	0.972495364811248	NEW_GSE94335
MTERFD2	0.187800623621461	0.972495364811248	NEW_GSE94335
SUN1	0.117616510515642	0.972495364811248	NEW_GSE94335
ERAP1	0.135119195358639	0.972495364811248	NEW_GSE94335
ACSF2	0.146590041839581	0.972495364811248	NEW_GSE94335
CAST	-0.263030784303386	0.972495364811248	NEW_GSE94335
PRIMPOL	-0.145452101621389	0.972495364811248	NEW_GSE94335
INTS10	-0.0778718197771634	0.972495364811248	NEW_GSE94335
CD47	-0.0798957284472712	0.972495364811248	NEW_GSE94335
TM2D2	-0.102255212140074	0.972495364811248	NEW_GSE94335
ZFAND1	0.105341336258095	0.972495364811248	NEW_GSE94335
RPS14	0.102543372135119	0.972495364811248	NEW_GSE94335
RNF145	-0.314366305720975	0.972495364811248	NEW_GSE94335
NPM1	-0.104642807968184	0.972495364811248	NEW_GSE94335
SIRT3	-0.153586493244529	0.972495364811248	NEW_GSE94335
ABI3BP	-0.134948569025752	0.972495364811248	NEW_GSE94335
EYA4	0.106575697377765	0.972495364811248	NEW_GSE94335
ILVBL	-0.378226527865409	0.972495364811248	NEW_GSE94335
MAF1	0.0998253966474067	0.972495364811248	NEW_GSE94335
IGHMBP2	-0.163381894124804	0.972495364811248	NEW_GSE94335
MTRNR2L9	0.103177572767199	0.972495364811248	NEW_GSE94335
MPHOSPH9	0.149860821400192	0.972495364811248	NEW_GSE94335
CALCOCO1	0.0854024873578376	0.972495364811248	NEW_GSE94335
NUP37	0.156276284738779	0.972495364811248	NEW_GSE94335
TARBP2	0.067970886054797	0.972495364811248	NEW_GSE94335
ZNF280D	0.0360302909656668	0.972495364811248	NEW_GSE94335
KATNBL1	0.172939875743331	0.972495364811248	NEW_GSE94335
COG8	-0.0623540050979458	0.972495364811248	NEW_GSE94335
ZNF276	-0.0873133165967525	0.972495364811248	NEW_GSE94335
ADAMTS7	0.142619676095732	0.972495364811248	NEW_GSE94335
SF3B3	-0.104464710642004	0.972495364811248	NEW_GSE94335
SF3B3	0.0780333693606095	0.972495364811248	NEW_GSE94335
NOL3	0.0739820935692978	0.972495364811248	NEW_GSE94335
ARIH1	0.188806239708435	0.972495364811248	NEW_GSE94335
SLC38A7	0.239728496439274	0.972495364811248	NEW_GSE94335
ZNF75A	0.0506500871755893	0.972495364811248	NEW_GSE94335
MKL2	0.0995001419356992	0.972495364811248	NEW_GSE94335
ERCC4	-0.0921138490785558	0.972495364811248	NEW_GSE94335
DPH1	0.137271217735504	0.972495364811248	NEW_GSE94335
RNF167	-0.041762695430635	0.972495364811248	NEW_GSE94335
CRLF3	0.0808983717164851	0.972495364811248	NEW_GSE94335
PPP4R1	-0.106923659506902	0.972495364811248	NEW_GSE94335
KLF14	-0.0807736374557348	0.972495364811248	NEW_GSE94335
GPS1	-0.0842287759158922	0.972495364811248	NEW_GSE94335
WBP2	-0.0594233242546594	0.972495364811248	NEW_GSE94335
GPX4	-0.135669314222538	0.972495364811248	NEW_GSE94335
DNMT1	-0.132944314594785	0.972495364811248	NEW_GSE94335
RNASEH2A	-0.127191847555803	0.972495364811248	NEW_GSE94335
ZNF665	0.112547900532398	0.972495364811248	NEW_GSE94335
CRLF1	0.145065413321698	0.972495364811248	NEW_GSE94335
TRIP10	-0.273648552146888	0.972495364811248	NEW_GSE94335
DAPK3	0.243960518018862	0.972495364811248	NEW_GSE94335
NA	0.0327071135950326	0.972495364811248	NEW_GSE94335
NA	0.0786970007379253	0.972495364811248	NEW_GSE94335
NA	-0.117148899369065	0.972495364811248	NEW_GSE94335
NA	-0.117148899369065	0.972495364811248	NEW_GSE94335
NA	-0.117148899369065	0.972495364811248	NEW_GSE94335
NA	-0.0511261209719176	0.972495364811248	NEW_GSE94335
NA	-0.339690029014744	0.972495364811248	NEW_GSE94335
NA	-0.117148899369065	0.972495364811248	NEW_GSE94335
NA	-0.117148899369065	0.972495364811248	NEW_GSE94335
NA	-0.117148899369065	0.972495364811248	NEW_GSE94335
NA	-0.0511261209719176	0.972495364811248	NEW_GSE94335
PLAGL1	0.0368052031629211	0.972535411878683	NEW_GSE94335
C12orf10	-0.142043548228916	0.972567730133661	NEW_GSE94335
RABGGTA	0.262446122727123	0.97259268893365	NEW_GSE94335
FAM222A	0.121427761416681	0.972595590240786	NEW_GSE94335
NA	-0.267438200536394	0.972595590240786	NEW_GSE94335
TBC1D5	-0.122191381056874	0.972615325920667	NEW_GSE94335
CD99P1	-0.0511221101506239	0.972615325920667	NEW_GSE94335
PSMD2	-0.121657439881719	0.972636339006393	NEW_GSE94335
KIFC3	0.116707539472954	0.972636339006393	NEW_GSE94335
RPS15	-0.0933993592865733	0.972636339006393	NEW_GSE94335
COPS7B	0.162439065566171	0.972668233586418	NEW_GSE94335
IMPA1	0.140702361268077	0.972668233586418	NEW_GSE94335
NUMB	-0.0462515126170343	0.972668233586418	NEW_GSE94335
MLST8	0.0656993110229551	0.972668233586418	NEW_GSE94335
ZNF417	-0.147621842647955	0.972668233586418	NEW_GSE94335
SCN2B	0.108922881715428	0.97267752176242	NEW_GSE94335
KCNE2	-0.0933356642990333	0.97267752176242	NEW_GSE94335
SPATC1L	-0.129373637229821	0.97267752176242	NEW_GSE94335
TBC1D2B	-0.0211611718790972	0.97267752176242	NEW_GSE94335
ZNF17	0.03994679014587	0.97267752176242	NEW_GSE94335
TMEM259	0.0670020437217219	0.97267752176242	NEW_GSE94335
FUT11	0.0226860005010493	0.97267752176242	NEW_GSE94335
SLC39A7	-0.220912961896038	0.97267752176242	NEW_GSE94335
LHFPL2	0.0374762557441186	0.97267752176242	NEW_GSE94335
SLC39A7	-0.220912961896038	0.97267752176242	NEW_GSE94335
RPE	0.164595283718251	0.97267752176242	NEW_GSE94335
ACVR1	-0.259812469949424	0.97267752176242	NEW_GSE94335
SLC39A7	-0.220912961896038	0.97267752176242	NEW_GSE94335
ZNF815P	0.0931278672793098	0.97267752176242	NEW_GSE94335
SLC39A7	-0.220912961896038	0.97267752176242	NEW_GSE94335
ZNF837	0.127923575653158	0.97267752176242	NEW_GSE94335
SLC39A7	-0.220912961896038	0.97267752176242	NEW_GSE94335
SLC39A7	-0.220912961896038	0.97267752176242	NEW_GSE94335
PNISR	-0.0540136280907723	0.97267752176242	NEW_GSE94335
NCSTN	-0.107917809236337	0.97267752176242	NEW_GSE94335
PTP4A1	0.0875287045227526	0.97267752176242	NEW_GSE94335
ZNF37BP	0.0622120227770618	0.97267752176242	NEW_GSE94335
GPATCH4	0.0627952566301657	0.97267752176242	NEW_GSE94335
ECHDC2	-0.0733400659294968	0.97267752176242	NEW_GSE94335
YARS	-0.0872309647250759	0.97267752176242	NEW_GSE94335
MKLN1	0.202142293810993	0.97267752176242	NEW_GSE94335
PELO	0.0398350771516714	0.97267752176242	NEW_GSE94335
UBR5	-0.0678844576437576	0.97267752176242	NEW_GSE94335
RAB11FIP1	-0.226847129236641	0.97267752176242	NEW_GSE94335
LARP1	-0.123989566747452	0.97267752176242	NEW_GSE94335
LETM2	0.0868674540438903	0.97267752176242	NEW_GSE94335
RPS2	-0.157008960512293	0.97267752176242	NEW_GSE94335
CCDC82	-0.180624518635665	0.97267752176242	NEW_GSE94335
AREL1	-0.145111920880488	0.97267752176242	NEW_GSE94335
LRP1	0.0878157602077121	0.97267752176242	NEW_GSE94335
AP1G1	0.119678834841907	0.97267752176242	NEW_GSE94335
NLRP1	0.239133094926478	0.97267752176242	NEW_GSE94335
LSMD1	-0.129341629941054	0.97267752176242	NEW_GSE94335
RNF167	0.0942569555545441	0.97267752176242	NEW_GSE94335
NOSIP	-0.0719110123196982	0.97267752176242	NEW_GSE94335
NA	0.0690839988696554	0.97267752176242	NEW_GSE94335
NA	-0.129373637229821	0.97267752176242	NEW_GSE94335
EIF3D	-0.0301542549019312	0.972679199078512	NEW_GSE94335
RABGGTA	-0.195865580414917	0.972679199078512	NEW_GSE94335
SRSF9	0.0209345829268196	0.972679199078512	NEW_GSE94335
PIK3C2A	0.0203443470760616	0.972679199078512	NEW_GSE94335
CBX8	-0.0360611826272904	0.972679199078512	NEW_GSE94335
TRAPPC2L	0.0284352146386664	0.972679199078512	NEW_GSE94335
GYS1	-0.0807746908171595	0.972679199078512	NEW_GSE94335
MITF	-0.109948067680855	0.972679199078512	NEW_GSE94335
STX3	-0.0356958821863564	0.972679199078512	NEW_GSE94335
NUDT1	-0.209099221095916	0.972679199078512	NEW_GSE94335
METTL23	0.0548850331458614	0.972679199078512	NEW_GSE94335
RBL1	0.270443153449651	0.972679199078512	NEW_GSE94335
EIF1AY	0.420655198256098	0.972679199078512	NEW_GSE94335
POLH	-0.220630946457163	0.972679199078512	NEW_GSE94335
ADK	0.0276437351671578	0.972679199078512	NEW_GSE94335
ITPR3	0.128543537065783	0.972679199078512	NEW_GSE94335
CTIF	0.065678068766134	0.972679199078512	NEW_GSE94335
ZNF304	0.292339053307304	0.972679199078512	NEW_GSE94335
PDE1C	0.0602209950033067	0.972679199078512	NEW_GSE94335
STK16	0.0689051003004943	0.972679199078512	NEW_GSE94335
POLR1A	-0.0562558737683974	0.972679199078512	NEW_GSE94335
TMSB15B	-0.0954765288696239	0.972679199078512	NEW_GSE94335
RANBP1	-0.26632315053006	0.972679199078512	NEW_GSE94335
GALNT10	-0.0392642061858254	0.972679199078512	NEW_GSE94335
LRCH3	0.0743454977963407	0.972679199078512	NEW_GSE94335
ST6GAL1	0.153005453932976	0.972679199078512	NEW_GSE94335
C1GALT1	0.0396912578353937	0.972679199078512	NEW_GSE94335
DDAH2	-0.206582857501386	0.972679199078512	NEW_GSE94335
PMPCB	0.055199221341752	0.972679199078512	NEW_GSE94335
SEC16A	0.0600558382249498	0.972679199078512	NEW_GSE94335
CALML4	-0.150160547907685	0.972679199078512	NEW_GSE94335
PORCN	0.172870955274276	0.972679199078512	NEW_GSE94335
CCT3	-0.317531819035058	0.972679199078512	NEW_GSE94335
RFWD2	0.133182942684527	0.972679199078512	NEW_GSE94335
OMA1	-0.136535860518881	0.972679199078512	NEW_GSE94335
HDLBP	0.110509711395528	0.972679199078512	NEW_GSE94335
TARDBP	-0.164102354877844	0.972679199078512	NEW_GSE94335
KIAA1841	-0.0528360000451622	0.972679199078512	NEW_GSE94335
PHF1	0.0835618882191069	0.972679199078512	NEW_GSE94335
GNAI2	0.159846002712678	0.972679199078512	NEW_GSE94335
DCAF8	-0.0542732675239554	0.972679199078512	NEW_GSE94335
NABP1	0.107871915420075	0.972679199078512	NEW_GSE94335
ARHGEF7	0.129079984488839	0.972679199078512	NEW_GSE94335
PHF7	-0.138845498950146	0.972679199078512	NEW_GSE94335
SSBP2	-0.138645999450045	0.972679199078512	NEW_GSE94335
COX7C	-0.0254913751092491	0.972679199078512	NEW_GSE94335
BRIX1	-0.114945316936866	0.972679199078512	NEW_GSE94335
CREBRF	-0.143101285701101	0.972679199078512	NEW_GSE94335
NXF1	-0.122139833722696	0.972679199078512	NEW_GSE94335
ADAR	-0.12344071909121	0.972679199078512	NEW_GSE94335
CLSTN3	-0.124340497663421	0.972679199078512	NEW_GSE94335
USP28	-0.0474922244710722	0.972679199078512	NEW_GSE94335
ZNF433	0.102527420860406	0.972679199078512	NEW_GSE94335
HOPX	0.208306173178931	0.972679199078512	NEW_GSE94335
HNRNPA1P48	0.0594023603413306	0.972679199078512	NEW_GSE94335
GSPT1	0.0208176097486927	0.972679199078512	NEW_GSE94335
ZNF646	0.14271629140942	0.972679199078512	NEW_GSE94335
FAM96B	0.109680836941476	0.972679199078512	NEW_GSE94335
PHF23	0.0615805614421688	0.972679199078512	NEW_GSE94335
TMEM256-PLSCR3	-0.188773205598173	0.972679199078512	NEW_GSE94335
PTBP1	0.11199988063486	0.972679199078512	NEW_GSE94335
FXYD5	0.208371110335747	0.972679199078512	NEW_GSE94335
PIAS4	-0.145368515373075	0.972679199078512	NEW_GSE94335
MAP2K4	-0.183371944257584	0.972679199078512	NEW_GSE94335
NA	0.0356674988565523	0.972679199078512	NEW_GSE94335
NA	-0.0733951615640171	0.972679199078512	NEW_GSE94335
NA	-0.037369329061112	0.972679199078512	NEW_GSE94335
NA	0.0592864896895508	0.972679199078512	NEW_GSE94335
SF3B2	0.125377724552633	0.972680876501027	NEW_GSE94335
ALG10	-0.0942535147799063	0.972685812349743	NEW_GSE94335
A2M	0.10161266893158	0.972685812349743	NEW_GSE94335
CPT1C	0.201634899871268	0.972685812349743	NEW_GSE94335
STK35	0.0232338442516166	0.972715656675277	NEW_GSE94335
BUD31	0.027672687576086	0.972715656675277	NEW_GSE94335
CYTH2	0.0524934001717888	0.972715656675277	NEW_GSE94335
C11orf58	0.124810806238097	0.972715656675277	NEW_GSE94335
CEP164	0.152908451693226	0.972715656675277	NEW_GSE94335
LDHA	0.127802076280003	0.972715656675277	NEW_GSE94335
MTHFS	-0.0874495364532292	0.972715656675277	NEW_GSE94335
CDK10	-0.0682991523046741	0.972715656675277	NEW_GSE94335
DNAJB1	0.020164338238222	0.97272529025364	NEW_GSE94335
TMTC3	0.0203888846195061	0.97272529025364	NEW_GSE94335
FRG1B	0.242788298973153	0.97272529025364	NEW_GSE94335
RPGR	0.159806440018084	0.97272529025364	NEW_GSE94335
KMO	0.123092582140279	0.97272529025364	NEW_GSE94335
PSMB9	0.172266083123745	0.97272529025364	NEW_GSE94335
PPP1R10	-0.0288071188824327	0.97272529025364	NEW_GSE94335
PSMB9	0.172266083123745	0.97272529025364	NEW_GSE94335
PSMB9	0.172266083123745	0.97272529025364	NEW_GSE94335
PPP1R10	-0.0288071188824327	0.97272529025364	NEW_GSE94335
KTN1	-0.104703877925225	0.97272529025364	NEW_GSE94335
NAPEPLD	0.287520615907231	0.97272529025364	NEW_GSE94335
PPP1R10	-0.0288071188824327	0.97272529025364	NEW_GSE94335
PSMB9	0.172266083123745	0.97272529025364	NEW_GSE94335
PPP1R10	-0.0288071188824327	0.97272529025364	NEW_GSE94335
PPP1R10	-0.0288071188824327	0.97272529025364	NEW_GSE94335
PPP1R10	-0.0288071188824327	0.97272529025364	NEW_GSE94335
PSMB9	0.172266083123745	0.97272529025364	NEW_GSE94335
LMO3	-0.233813266082406	0.97272529025364	NEW_GSE94335
PPP1R10	-0.0288071188824327	0.97272529025364	NEW_GSE94335
XRCC5	-0.155776122559372	0.97272529025364	NEW_GSE94335
ITGB5	-0.136003983644069	0.97272529025364	NEW_GSE94335
ARHGAP21	0.0553518231053043	0.97272529025364	NEW_GSE94335
CDYL	0.149804112491777	0.97272529025364	NEW_GSE94335
DPH7	0.0846063363416309	0.97272529025364	NEW_GSE94335
ARHGAP21	-0.0697903459781578	0.97272529025364	NEW_GSE94335
LAP3	0.121283955048566	0.97272529025364	NEW_GSE94335
SERINC5	-0.0214087129976048	0.97272529025364	NEW_GSE94335
PAQR3	0.151535377891745	0.97272529025364	NEW_GSE94335
SLC25A36	0.047832767608972	0.97272529025364	NEW_GSE94335
NT5C3B	0.0570810626700075	0.97272529025364	NEW_GSE94335
CREBRF	-0.131311665073843	0.97272529025364	NEW_GSE94335
SDAD1P1	-0.0337452503950518	0.97272529025364	NEW_GSE94335
AMOT	-0.169513071398977	0.97272529025364	NEW_GSE94335
APBB1	-0.114144870223348	0.97272529025364	NEW_GSE94335
RPLP0	0.176719892233373	0.97272529025364	NEW_GSE94335
BICD1	0.109264153618551	0.97272529025364	NEW_GSE94335
TRIM69	0.223214616990878	0.97272529025364	NEW_GSE94335
MPHOSPH6	-0.193357747676408	0.97272529025364	NEW_GSE94335
ADAT1	-0.182296174284108	0.97272529025364	NEW_GSE94335
YIF1B	-0.205236111342257	0.97272529025364	NEW_GSE94335
TMUB2	-0.139092124047077	0.97272529025364	NEW_GSE94335
ZNF544	0.0721904639671447	0.97272529025364	NEW_GSE94335
NA	-0.222038513087082	0.97272529025364	NEW_GSE94335
NHEJ1	0.121793061946359	0.97272879047933	NEW_GSE94335
RAB2B	-0.124893585538186	0.97272879047933	NEW_GSE94335
UTP3	-0.0222337673025455	0.972737094851235	NEW_GSE94335
ADAMTS10	0.0650005284497926	0.972737094851235	NEW_GSE94335
EXTL2	-0.139876071454444	0.972737094851235	NEW_GSE94335
TOR1A	0.0738032892280814	0.972737094851235	NEW_GSE94335
ABCF3	0.120096416132389	0.972737094851235	NEW_GSE94335
SHPK	-0.076998233033904	0.972737094851235	NEW_GSE94335
ZNF562	0.0241830402079305	0.972791482751965	NEW_GSE94335
ZNF738	0.0817557814390816	0.972791482751965	NEW_GSE94335
BCR	-0.183566224611245	0.972791482751965	NEW_GSE94335
P4HA2	-0.0505957284817779	0.972791482751965	NEW_GSE94335
ERAL1	-0.110595596461657	0.972791482751965	NEW_GSE94335
ZNF451	0.103252492655742	0.972791482751965	NEW_GSE94335
NA	-0.109174659301932	0.972791482751965	NEW_GSE94335
NUDT13	0.15448545638376	0.972811496282627	NEW_GSE94335
LTBP4	-0.0923386268785877	0.972814844756198	NEW_GSE94335
GPLD1	0.0791824723196276	0.972814844756198	NEW_GSE94335
TXLNG2P	0.341959233299792	0.972814844756198	NEW_GSE94335
EPS8	-0.392523498683825	0.972814844756198	NEW_GSE94335
RHBDL2	-0.0775235660824523	0.972814844756198	NEW_GSE94335
PARP10	-0.0695436903778827	0.972814844756198	NEW_GSE94335
SMAP1	0.0253658308005689	0.972814844756198	NEW_GSE94335
ZNF397	-0.0226072180702618	0.972814844756198	NEW_GSE94335
CTSL	-0.133866955879412	0.972814844756198	NEW_GSE94335
NTRK2	0.0855993531228669	0.972814844756198	NEW_GSE94335
EBPL	0.14911384269154	0.972814844756198	NEW_GSE94335
SLC25A51	0.0359018170101089	0.972814844756198	NEW_GSE94335
JMJD1C	-0.208012620123103	0.972814844756198	NEW_GSE94335
HEATR2	0.20467062874163	0.972814844756198	NEW_GSE94335
SHC1	0.0822970807435477	0.972814844756198	NEW_GSE94335
PSPH	-0.0888155190640779	0.972814844756198	NEW_GSE94335
TSSK5P1	-0.0581362120200007	0.972814844756198	NEW_GSE94335
SLC38A5	0.237352123835112	0.972814844756198	NEW_GSE94335
TSC1	-0.336661888314086	0.972814844756198	NEW_GSE94335
IMMT	0.0279137287784093	0.972814844756198	NEW_GSE94335
ZNF302	0.155848824089345	0.972814844756198	NEW_GSE94335
ORC4	0.0469906228577235	0.972814844756198	NEW_GSE94335
RFC4	0.0938897008872703	0.972814844756198	NEW_GSE94335
RPUSD3	-0.148206434565092	0.972814844756198	NEW_GSE94335
ACTR8	0.176096489445656	0.972814844756198	NEW_GSE94335
USP20	0.172992709638477	0.972814844756198	NEW_GSE94335
TMEM175	0.123573796119663	0.972814844756198	NEW_GSE94335
CAMK2D	-0.0821659337687083	0.972814844756198	NEW_GSE94335
XPNPEP1	0.169110740841664	0.972814844756198	NEW_GSE94335
TSFM	0.092379003724479	0.972814844756198	NEW_GSE94335
SLIRP	-0.137902786181195	0.972814844756198	NEW_GSE94335
PARP6	-0.0482076839089162	0.972814844756198	NEW_GSE94335
CENPT	0.106892743116096	0.972814844756198	NEW_GSE94335
ARHGAP17	0.153733097664098	0.972814844756198	NEW_GSE94335
COPS3	0.0844284438727099	0.972814844756198	NEW_GSE94335
MYO15A	-0.126828771771636	0.972814844756198	NEW_GSE94335
ZNF420	0.127529223776044	0.972814844756198	NEW_GSE94335
LMAN1	0.0694537254627111	0.972814844756198	NEW_GSE94335
ZNF91	0.0958577717142279	0.972814844756198	NEW_GSE94335
NA	0.129165094013913	0.972814844756198	NEW_GSE94335
NA	-0.0599967284677962	0.972814844756198	NEW_GSE94335
IL1R1	0.114313631617741	0.972927359802445	NEW_GSE94335
ORC3	-0.135998301930027	0.972927359802445	NEW_GSE94335
DPP7	0.147375140266941	0.972944440541569	NEW_GSE94335
GIN1	-0.130676456372765	0.972944440541569	NEW_GSE94335
PDGFRB	0.103242411206564	0.972944440541569	NEW_GSE94335
ABL1	-0.0287005723534506	0.972950166873313	NEW_GSE94335
ZNF426	-0.0966687702762256	0.972963271608821	NEW_GSE94335
THAP7	0.050680625964663	0.972982613208838	NEW_GSE94335
FAM120AOS	0.0973067201951132	0.972982613208838	NEW_GSE94335
P2RX4	-0.187476304445427	0.972982613208838	NEW_GSE94335
MMP14	-0.141078786962913	0.972982613208838	NEW_GSE94335
CASP9	0.0372982376508482	0.972994601127678	NEW_GSE94335
